epoch,acc,nmi,ari,f1
0,0.37296898079763663,0.2412684625718522,0.1838421831440321,0.3331594227249272
1,0.4516248153618907,0.3522657415606541,0.27114422072277844,0.4000072778293049
2,0.5742245199409158,0.42130688695437063,0.351429794411212,0.5260153792369723
3,0.6004431314623339,0.45564308952507115,0.4016260813027428,0.546552129324377
4,0.577178729689808,0.4581079252329204,0.3835869894406164,0.5158631669627445
5,0.5882570162481536,0.46977386793035997,0.3970621904525321,0.5258106556003865
6,0.5963810930576071,0.476289561391964,0.40758432985788273,0.5366282332754139
7,0.6576809453471196,0.49693732862618173,0.47144530357139214,0.5856555122933927
8,0.6621122599704579,0.4996339360462879,0.4751055319761991,0.5926370179299063
9,0.6632200886262924,0.5085066922927571,0.4760211706923255,0.6018348868502095
10,0.6624815361890695,0.5102614883801787,0.4761121535858172,0.5997916272911091
11,0.664327917282127,0.5124298322800256,0.47820529052141875,0.6009863335537275
12,0.7027326440177253,0.5272056050332541,0.5078961519495538,0.6734150010956732
13,0.7071639586410635,0.5315000640811924,0.5151362748907335,0.6771406579389725
14,0.7082717872968981,0.5350826347001454,0.5200188922715635,0.6768495056456594
15,0.7082717872968981,0.5346971616593599,0.5198954061925718,0.6770127578335129
16,0.7115952732644018,0.5370385398538722,0.525026338681313,0.680150991547663
17,0.7123338257016248,0.536058796604665,0.5216010469811262,0.6825258645749146
18,0.7090103397341211,0.5315810780427879,0.5131665148613965,0.6815911997157624
19,0.7090103397341211,0.5311827813578384,0.5122498038839932,0.6819200104268581
20,0.7090103397341211,0.52962425944169,0.5098053590226526,0.6826350424831417
21,0.7115952732644018,0.532960857930753,0.5137446038920893,0.6843259422834264
22,0.7163958641063516,0.5370743094990789,0.5197848097300503,0.6887796257139494
23,0.7186115214180206,0.5389872411773002,0.520096900100292,0.691779781326424
24,0.7178729689807977,0.5358863813950834,0.5174518206311515,0.6912269117646367
25,0.7186115214180206,0.5388307471188033,0.5168403207931402,0.692521248267873
26,0.7163958641063516,0.5372298834706194,0.5154370459204584,0.6890645515604658
27,0.7163958641063516,0.5391096375283047,0.5142600321370997,0.6894980524575948
28,0.7138109305760709,0.5358797516199878,0.510892728178445,0.6872875668278097
29,0.7123338257016248,0.5319141157511661,0.506835413475256,0.6865886650277616
30,0.7119645494830132,0.5290736439514114,0.5036892253404543,0.6887075225132949
31,0.7130723781388478,0.5297696228217297,0.5053001037292847,0.690424332910719
32,0.7079025110782866,0.5257441312675678,0.4993541392436881,0.6847841796143301
33,0.7119645494830132,0.5287759255199965,0.502049385699243,0.689093234602321
34,0.7167651403249631,0.5358093488221068,0.5031854025510741,0.6961536430183564
35,0.7134416543574594,0.5317164837088414,0.49552440450646434,0.6937492871258663
36,0.6754062038404727,0.5033326400743456,0.4581626908427219,0.6576030248050203
37,0.6683899556868538,0.4973909043764097,0.44840420531506986,0.651246197089299
38,0.6584194977843427,0.4854964622674412,0.4316863378557876,0.6428614251764719
39,0.654357459379616,0.4774508334257085,0.42033291374904125,0.6401465465632727
40,0.6539881831610044,0.47586535846677336,0.41835269669719044,0.6393835697821802
41,0.6528803545051699,0.47756864087430784,0.41841390645968224,0.6388811840645189
42,0.6883308714918759,0.49736020159863853,0.4495105551325448,0.6732381001045692
43,0.689807976366322,0.4957915156109748,0.45047157500459417,0.6748457978616088
44,0.6850073855243722,0.48904841191365395,0.43999700401223474,0.6715164942819064
45,0.6787296898079763,0.4842329161900978,0.4325250518798196,0.6651534082108131
46,0.6776218611521418,0.4857190012393493,0.4300293757209798,0.6661305495429595
47,0.681314623338257,0.488142958249274,0.43638102749660723,0.6689642549332812
48,0.6824224519940916,0.4914383449591583,0.4373459299525997,0.6709396037902
49,0.6724519940915805,0.48369827970652146,0.42223582643451935,0.6633156753590873
50,0.6724519940915805,0.48268593885640637,0.42382996421894054,0.6614126320446193
51,0.6691285081240768,0.4801182314811682,0.4184595912048135,0.6590143596796401
52,0.6661742983751846,0.47704816953630497,0.41753350858606864,0.6548939713718502
53,0.6499261447562777,0.4642323761304695,0.3975775608807654,0.6373442983041339
54,0.6333087149187593,0.4534284295914038,0.38951709573656207,0.6171163104320844
55,0.6189069423929099,0.4476274478629671,0.3706295912646118,0.6072753721468956
56,0.6406942392909897,0.4431252675925278,0.39698782750167433,0.6179972880925807
57,0.5912112259970458,0.4381074352284324,0.33636079296649474,0.5940478078032694
58,0.6085672082717873,0.4605472433795696,0.3898017010425711,0.5878872595985332
59,0.6285081240768094,0.47641994299906393,0.406386242877717,0.6179128731265966
60,0.6248153618906942,0.48418009957021224,0.40249301487307143,0.6143450697307742
61,0.6159527326440177,0.47893760905626326,0.3852499155108139,0.6073200364972685
62,0.6200147710487445,0.488120267288541,0.39642683994986844,0.6110759296151917
63,0.630354505169867,0.49531906212909227,0.4149956772543929,0.6184952070542744
64,0.6325701624815362,0.4980528043957057,0.4260869330637028,0.6152853339328345
65,0.6266617429837519,0.49245255083970396,0.4136353323551631,0.6103967084208828
66,0.6255539143279173,0.4915818333169441,0.40643735176350576,0.6143997464262151
67,0.6211225997045791,0.4818984569404594,0.3946720379386032,0.6108289674542641
68,0.6200147710487445,0.48255908319869417,0.39830009530486693,0.6065234272857252
69,0.6192762186115214,0.48478668913138423,0.4002823444595573,0.6052849412553873
70,0.6137370753323486,0.4803871364203508,0.39086540234073835,0.6010817310938795
71,0.5875184638109305,0.4807459176026784,0.38886974935523855,0.5595124935695305
72,0.5901033973412112,0.4798779407492941,0.39444379888902775,0.5613203367035302
73,0.5875184638109305,0.4786725731700389,0.38874554149224494,0.5601739900623995
74,0.5790251107828656,0.47373807685166663,0.3768228780580945,0.5537068340588955
75,0.579394387001477,0.4667304850087347,0.37306984667103593,0.5535810739764158
76,0.5786558345642541,0.46559589630914544,0.3713024773659554,0.552302065801086
77,0.5867799113737076,0.4524215730619138,0.360739475964136,0.5768875798004495
78,0.593426883308715,0.45425432749650424,0.36843089095983805,0.5816445636055992
79,0.5901033973412112,0.4498228040372812,0.36129350642723795,0.5789353537140387
80,0.5801329394387001,0.4646149160698559,0.3693010690946762,0.5678745563046604
81,0.5276957163958641,0.3915665549276203,0.2979827428457522,0.5194385993961098
82,0.6237075332348597,0.48946449284052046,0.39068288246878335,0.6217953264809345
83,0.5945347119645494,0.4487776359369727,0.3594189961584056,0.5853698905270022
84,0.6122599704579025,0.4702961239465028,0.38732296082719997,0.5989294786760171
85,0.6251846381093058,0.4919435943630767,0.4019930468044987,0.6015219521737963
86,0.6687592319054653,0.5037510967138726,0.42508313429648514,0.6638828978869705
87,0.6794682422451994,0.5088695626768324,0.43804380200485066,0.6717120302546008
88,0.6248153618906942,0.49378342204544906,0.412087807716303,0.6081054000533205
89,0.620384047267356,0.4968322567155667,0.4118225651147279,0.6006138530919393
90,0.6166912850812407,0.49741721392464666,0.4155436451848466,0.5924880644594038
91,0.6207533234859675,0.5021135806829337,0.4237756026111755,0.5808510731558567
92,0.6200147710487445,0.5010609126183123,0.425384723804391,0.5967227326350063
93,0.6192762186115214,0.4990207105767165,0.42354103590693926,0.5794387573883553
94,0.6107828655834564,0.4903267490453366,0.40422643552873494,0.5878421091021337
95,0.6104135893648449,0.48803357635825895,0.4029452750600431,0.5872975102809174
96,0.6085672082717873,0.4864560998266716,0.3995374417218092,0.5855944972994399
97,0.6085672082717873,0.4850780499507395,0.4003688121363763,0.585105149073956
98,0.6207533234859675,0.49046923366483025,0.4179279701419991,0.5955158669675802
99,0.6115214180206795,0.48129103040404864,0.39975236539104747,0.5892107825190024
100,0.6078286558345642,0.4802890144615017,0.39409071257227446,0.5874807733859014
101,0.6089364844903988,0.4773377860185764,0.39339253330873886,0.5885397378778888
102,0.6067208271787297,0.47165924006249005,0.38919392462711794,0.5870524331994991
103,0.6100443131462334,0.4699309906627918,0.3886716227794292,0.5923890709442271
104,0.6129985228951256,0.4705112458680205,0.38885780735666786,0.5967101727310987
105,0.6096750369276218,0.4713651436469318,0.38597908120003593,0.593544548610779
106,0.6037666174298375,0.4642595545531568,0.3767189352838645,0.5921376749812157
107,0.6070901033973413,0.46767946648242703,0.3797720329592678,0.5936900350971903
108,0.6096750369276218,0.46788851427785433,0.3802065335142129,0.5993049942550799
109,0.5912112259970458,0.45496435422496967,0.3626717034263316,0.5813887707568005
110,0.593426883308715,0.4544543316408596,0.3570141259981386,0.5906642855187106
111,0.5786558345642541,0.441488020866619,0.34740541535395364,0.5797252647144603
112,0.6045051698670606,0.4649430415707563,0.3683056637793783,0.6058099192898246
113,0.6868537666174298,0.49097535269811265,0.4100839389226565,0.6904978089145997
114,0.6702363367799113,0.47499732810926165,0.41175299295117107,0.6587416001903655
115,0.6680206794682423,0.4786136555607756,0.40980411996786603,0.6570516111973949
116,0.6757754800590842,0.4912009974781995,0.4231361683716337,0.66574718804113
117,0.6768833087149188,0.49600449024417165,0.4262598514781331,0.6662391433577984
118,0.6816838995568686,0.4977788603837224,0.4304279253181859,0.6712432767673395
119,0.6901772525849336,0.5031418281798192,0.4370265645430986,0.6816128515452112
120,0.5963810930576071,0.47806906511074493,0.3697488133350007,0.5801850012901012
121,0.5978581979320532,0.48007927791357835,0.37232022028836165,0.5820910716021335
122,0.6030280649926145,0.4819180490463622,0.3759367723407091,0.5864001577808244
123,0.6070901033973413,0.4910562361447383,0.3867422858427774,0.5938845840243544
124,0.6019202363367799,0.486660049720929,0.3841896691625293,0.5894804166220355
125,0.6048744460856721,0.4850650305664787,0.3830742849422654,0.5904343513972142
126,0.6011816838995568,0.48243838804905875,0.3808217372777733,0.5868433543564071
127,0.6089364844903988,0.49199075120845653,0.39919785213705455,0.5955930791217653
128,0.6122599704579025,0.49485294535847857,0.4033527107232412,0.5977334300759922
129,0.6152141802067946,0.49747863581361085,0.406411004770851,0.5996440423106867
130,0.6085672082717873,0.4937286844566108,0.4034759004938091,0.5950937076261094
131,0.6115214180206795,0.49743571546246257,0.40751517611086663,0.59720100172543
132,0.6085672082717873,0.49659932788603434,0.40653465721894744,0.5945520677240121
133,0.6037666174298375,0.49573478953778594,0.4069825933449251,0.5907049701334471
134,0.6067208271787297,0.4986188224596522,0.41168690385593254,0.5935272437077777
135,0.593426883308715,0.49244820522072263,0.40468330160698984,0.5848854772196825
136,0.6074593796159528,0.4818360048284297,0.3958515240901441,0.5885038415617119
137,0.5834564254062038,0.4866281489828525,0.4015016548941817,0.5775854831650495
138,0.6824224519940916,0.4842027776441125,0.4173893401424184,0.6786811191094763
139,0.5834564254062038,0.4908579189490379,0.40043245191169496,0.5772071318141371
140,0.6414327917282127,0.49141986021259304,0.4151674800943486,0.6326013260573217
141,0.6838995568685377,0.48788061053718884,0.4267537158269887,0.6755492001876988
142,0.6831610044313147,0.4885772823160103,0.4273163096396313,0.6742562780611391
143,0.6857459379615952,0.4914805435360419,0.433821846458118,0.6756849526866884
144,0.6820531757754801,0.48785428930652625,0.42919314577522794,0.6725225682155997
145,0.6846381093057607,0.48762748634905057,0.42843503830819013,0.6758269669115577
146,0.6901772525849336,0.493212185657795,0.4331041845744776,0.6824249397091425
147,0.6997784342688331,0.49942607008697065,0.44733943790571556,0.6918363028819993
148,0.7060561299852289,0.5095665857472534,0.46015325781674915,0.6967043515973168
149,0.7019940915805022,0.5053470446802526,0.45199232567209413,0.6938194016522793
150,0.6177991137370753,0.484500570606134,0.3938786762280566,0.5982506749619363
151,0.6129985228951256,0.48052071622496967,0.3886784021942655,0.5963092543357356
152,0.6074593796159528,0.4774521859176954,0.3861022063127589,0.5900195928835795
153,0.604135893648449,0.47325232736157896,0.38050403283641415,0.5871531763919265
154,0.5985967503692762,0.47275635188528736,0.3762184229508172,0.5839601378715287
155,0.5985967503692762,0.478481744228881,0.3842491896809408,0.5804710774287649
156,0.5993353028064993,0.4813165548445767,0.38226758767963936,0.5822151282779219
157,0.5982274741506647,0.4819021104154408,0.38333849536118686,0.5806625632294823
158,0.5937961595273265,0.48082140480945057,0.3812639848319214,0.587951686631337
159,0.5967503692762186,0.48218102326290185,0.3824174611503804,0.594367793244819
160,0.5960118168389956,0.48054898389732437,0.38040872946835147,0.5943352406879645
161,0.6137370753323486,0.49056845186329656,0.4034499045811813,0.6042689228219642
162,0.5675775480059084,0.4774130941568186,0.37796484570307587,0.5791814336059952
163,0.6724519940915805,0.4674330966526104,0.398359739902362,0.6683324053132889
164,0.568685376661743,0.46643291093524714,0.3669560425287972,0.5759354990911315
165,0.6259231905465288,0.4770729053917478,0.3939360557677968,0.6153935101339044
166,0.6447562776957164,0.4688431919936306,0.39726182229158125,0.6331720604401012
167,0.6528803545051699,0.472648716709093,0.4051269562319043,0.6414437897704338
168,0.6499261447562777,0.4738216666206767,0.4031917441998035,0.6378787339751056
169,0.6451255539143279,0.4711691530344267,0.3944572701259612,0.6340064169640262
170,0.6462333825701625,0.4726950022183124,0.39784852844678364,0.6362643713911196
171,0.6573116691285081,0.48763993827792984,0.40766206342730177,0.6500658178412968
172,0.6584194977843427,0.4859489269101977,0.41053971764172587,0.6485109259178163
173,0.6539881831610044,0.4809674245030608,0.4073940082094151,0.6437983970289817
174,0.6432791728212703,0.4718983702852605,0.3963913192766655,0.6318564989822176
175,0.6399556868537666,0.4724519392944847,0.39517208210930566,0.6279929191622703
176,0.6377400295420975,0.4734122131400667,0.3964319208783969,0.6236996584305664
177,0.6329394387001477,0.4717325682622222,0.39285475314709745,0.6211839212241894
178,0.629615952732644,0.46857054533669545,0.3880834383173107,0.6167317942516155
179,0.6299852289512555,0.4679675606963027,0.3874222108518158,0.6176998491523499
180,0.6251846381093058,0.46274540642176965,0.3794428739342288,0.6147890858357251
181,0.6240768094534712,0.46275962600700593,0.3810538120690068,0.6119959692640584
182,0.620384047267356,0.45977083156782206,0.37468192958112767,0.60967866341125
183,0.6207533234859675,0.45512719309380706,0.3729805187089969,0.6088162548380163
184,0.6008124076809453,0.4442600405289569,0.3464738549121189,0.6029622751077508
185,0.6155834564254062,0.4426774169728952,0.3486679740452396,0.6197423715005668
186,0.5616691285081241,0.4201163561396773,0.31364610354027644,0.5730136021246748
187,0.6233382570162481,0.43650783795169684,0.3502125326673237,0.6322717507820022
188,0.5705317577548006,0.44546772472960006,0.3452584469945721,0.5854660602857231
189,0.6163220088626292,0.45299030621907055,0.3577758759947843,0.6237780667762747
190,0.6517725258493353,0.47147409194867596,0.3972292133689627,0.6451889257195502
191,0.6576809453471196,0.4737740976970758,0.3989173206977085,0.6536472499703734
192,0.6613737075332349,0.4740216552984533,0.4044761634875886,0.6550233424324835
193,0.670605612998523,0.4797468281129502,0.41563998124872276,0.6626814170451559
194,0.6687592319054653,0.4788329300232208,0.4133231567753637,0.6612100940808981
195,0.6735598227474151,0.4817419361157933,0.42102902808377624,0.6638436346350132
196,0.6783604135893648,0.48514740628651354,0.4262416465175431,0.6684644025109137
197,0.6790989660265879,0.4872118486117846,0.42688794220542514,0.6699233000224459
198,0.6809453471196455,0.48979221085227004,0.4294834773043323,0.6718880431495731
199,0.6842688330871491,0.49356973522483255,0.436440337535889,0.6738992631573513
200,0.6850073855243722,0.4920789381417192,0.4370183010650882,0.6742274070358455
201,0.6853766617429837,0.495639643014365,0.4389528719609736,0.6746667566198016
202,0.6794682422451994,0.49109728380390116,0.4313938811102493,0.6690178896559118
203,0.6750369276218612,0.4892153538926088,0.4248050982922357,0.6652324801550382
204,0.630354505169867,0.49438235340810605,0.4190920637248839,0.6149120412411003
205,0.6307237813884786,0.5013698002665941,0.42395285985959863,0.616538115365666
206,0.6292466765140325,0.5003045811426379,0.4227900428085241,0.6156526229660978
207,0.6266617429837519,0.4984119540505275,0.41871608998573073,0.61436782415241
208,0.6211225997045791,0.49468206180956814,0.4124116740194593,0.6104217140248082
209,0.6181683899556869,0.49565509955296544,0.4108180628592923,0.6076118244454892
210,0.6133677991137371,0.4900331704046567,0.4034100187171021,0.6050862456866535
211,0.6100443131462334,0.4873898190500956,0.397920507134438,0.6024237004613077
212,0.6104135893648449,0.4904822452826705,0.39967714383566766,0.6018131252696225
213,0.6137370753323486,0.4924151711985808,0.40357075252304175,0.6057116139265972
214,0.6166912850812407,0.49303606970013747,0.4043362179481344,0.6074157329273415
215,0.6115214180206795,0.4888973507416283,0.3979628659415362,0.6042284700077041
216,0.5893648449039882,0.46968728131381937,0.36815496074846277,0.583278434546357
217,0.5960118168389956,0.4718017445675297,0.3736571981163406,0.5902630068701951
218,0.5598227474150664,0.43496283292321264,0.3368097252345071,0.5576631725035278
219,0.6070901033973413,0.47566915908270946,0.37818810861169994,0.6043043037703333
220,0.5590841949778435,0.4280352442705123,0.32753976475186286,0.5463454583796813
221,0.6395864106351551,0.4681657152675127,0.3907846164752106,0.629350352183395
222,0.6850073855243722,0.48725760967496223,0.41920595231685504,0.6799943533166416
223,0.6499261447562777,0.4864507153464995,0.40675480597599173,0.6372418539284824
224,0.689807976366322,0.49854958314066217,0.42979601642664594,0.6832521198456253
225,0.6624815361890695,0.4951545508850312,0.4280865234819313,0.644383259457683
226,0.672821270310192,0.501826501483883,0.4309137995075444,0.658576421303655
227,0.7056868537666174,0.5116691530227113,0.4514030566525275,0.6981892568752358
228,0.707533234859675,0.5128624113128629,0.4567428528161993,0.6973242376661856
229,0.7138109305760709,0.518308387140776,0.4675176187613597,0.7048943715750676
230,0.7112259970457903,0.5174517698627631,0.46433091007991,0.7028183561536665
231,0.7123338257016248,0.5145219529021945,0.4677565723330428,0.7029139967356456
232,0.7138109305760709,0.5142059748292063,0.4701200113633643,0.7039950694189667
233,0.7204579025110783,0.5199733722259706,0.4809579124125321,0.709925712475039
234,0.7211964549483013,0.5200149308093371,0.48423324648619764,0.7094793557184922
235,0.7134416543574594,0.5127901799130365,0.4699063323333101,0.7038616798326359
236,0.7079025110782866,0.507934085857274,0.46345884530535386,0.6975838792564781
237,0.6949778434268833,0.4990463904947274,0.4369339748074953,0.6884146394692019
238,0.7056868537666174,0.5025123222191972,0.4580426947353749,0.6955110616033604
239,0.6997784342688331,0.4936086036755396,0.4506468487765428,0.6887685014627432
240,0.6894387001477105,0.4850762327172712,0.43367169513023257,0.6816377401817592
241,0.6174298375184638,0.44549310742386083,0.3752741307479428,0.6107919692595986
242,0.6070901033973413,0.4354606894247667,0.3613839522518692,0.5999144357390892
243,0.5893648449039882,0.44001434478628354,0.35377110740552437,0.5864727276309275
244,0.6067208271787297,0.43415651135048816,0.35564284784473027,0.6048009283877432
245,0.603397341211226,0.4302568655249406,0.35355981465336883,0.5979275997423603
246,0.5830871491875923,0.4240342045347853,0.34042824506422786,0.5764325981089055
247,0.5731166912850812,0.4237624536635352,0.33298185004573655,0.572301188971922
248,0.5668389955686853,0.41556253853331543,0.32340022190914597,0.5682182023325199
249,0.6155834564254062,0.4454146534017536,0.3508874635910172,0.6228528813023446
